FullClassPath,AntiPattern
net.azib.ipscan.core.net.UDPPinger,LongMethod
net.azib.ipscan.gui.actions.StartStopScanningAction,LongMethod
net.azib.ipscan.exporters.ExportProcessor,LongMethod
net.azib.ipscan.core.ScanningResultComparator,LongMethod
net.azib.ipscan.fetchers.PortsFetcher,LongMethod
net.azib.ipscan.gui.fetchers.PortTextFetcherPrefs,LongMethod
net.azib.ipscan.gui.MacApplicationMenu,LongMethod
net.azib.ipscan.gui.AboutDialog,LongMethod
net.azib.ipscan.fetchers.PortTextFetcher,LongMethod
net.azib.ipscan.core.net.WindowsPinger,LongMethod
net.azib.ipscan.gui.actions.TerminalLauncher,LongMethod
net.azib.ipscan.exporters.XMLExporter,LongMethod
net.azib.ipscan.config.ScannerConfig,LongMethod
net.azib.ipscan.config.CommandLineProcessor,LongMethod
net.azib.ipscan.core.PluginLoader,LongMethod
net.azib.ipscan.core.ScannerDispatcherThread,LongMethod
net.azib.ipscan.core.net.ICMPSharedPinger,LongMethod
net.azib.ipscan.gui.AbstractModalDialog,LongMethod
net.azib.ipscan.gui.InputDialog,LongMethod
net.azib.ipscan.core.LibraryLoader,LongMethod
net.azib.ipscan.gui.GettingStartedDialog,LongMethod
net.azib.ipscan.Main,LongMethod
net.azib.ipscan.core.net.TCPPinger,LongMethod
net.azib.ipscan.core.values.NumericRangeList,LongMethod
net.azib.ipscan.gui.DetailsWindow,LongMethod
net.azib.ipscan.gui.EditFavoritesDialog,LongMethod
net.azib.ipscan.config.ComponentRegistry,LongMethod
net.azib.ipscan.util.GoogleAnalytics,LongMethod
net.azib.ipscan.feeders.FileFeeder,LongMethod
net.azib.ipscan.config.Labels,LongMethod
net.azib.ipscan.gui.InfoDialog,LongMethod
net.azib.ipscan.fetchers.UnixMACFetcher,LongMethod
net.azib.ipscan.core.Scanner,LongMethod
net.azib.ipscan.gui.feeders.FileFeederGUI,LongMethod
net.azib.ipscan.gui.MainWindow,LongMethod
