Fullpathname,Classname,loc,numAttr,numMethod,setters,getters,isPersist,isCollection,numWordName,isOrEr,isController,numIfs,numParameters,numImports,numOutboundInvocation,numInnerClasses,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,numPublicMethods,numPrivateMethods,numProtectedMethods,isAbstract
Timber-v1.8/app/src/main/java/com/naman14/timber/cast/SimpleSessionManagerListener.java,SimpleSessionManagerListener,44,0,9,0,0,false,false,4,true,false,0,16,2,0,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/cast/TimberCastHelper.java,TimberCastHelper,60,0,1,0,0,false,false,3,true,false,0,2,13,6,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/cast/WebServer.java,WebServer,76,2,1,0,0,false,false,2,true,false,3,5,10,5,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/dataloaders/AlbumLoader.java,AlbumLoader,77,0,6,0,5,false,false,2,true,false,6,11,7,9,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/dataloaders/AlbumSongLoader.java,AlbumSongLoader,67,1,2,0,1,false,false,3,true,false,2,4,8,5,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/dataloaders/ArtistAlbumLoader.java,ArtistAlbumLoader,44,0,1,0,1,false,false,3,true,false,2,2,7,0,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/dataloaders/ArtistLoader.java,ArtistLoader,74,0,6,0,5,false,false,2,true,false,6,11,7,9,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/dataloaders/ArtistSongLoader.java,ArtistSongLoader,61,0,2,0,1,false,false,3,true,false,2,4,8,5,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/dataloaders/FolderLoader.java,FolderLoader,103,1,4,0,1,false,false,2,true,false,6,5,8,15,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/dataloaders/LastAddedLoader.java,LastAddedLoader,78,1,2,0,1,false,false,3,true,false,3,2,8,7,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/dataloaders/NowPlayingCursor.java,NowPlayingCursor,267,7,16,0,9,false,false,3,true,false,11,11,11,12,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/dataloaders/PlaylistLoader.java,PlaylistLoader,102,2,4,0,1,false,false,2,true,false,3,6,11,6,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/dataloaders/PlaylistSongLoader.java,PlaylistSongLoader,200,3,4,0,1,false,false,3,true,false,12,9,12,19,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/dataloaders/QueueLoader.java,QueueLoader,68,1,1,0,1,false,false,2,true,false,2,1,4,3,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/dataloaders/SongLoader.java,SongLoader,170,1,11,0,7,false,false,2,true,false,8,21,12,16,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/dataloaders/SortedCursor.java,SortedCursor,186,5,15,0,11,false,false,2,true,false,5,12,6,12,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/dataloaders/TopTracksLoader.java,TopTracksLoader,131,3,4,0,1,false,false,3,true,false,8,5,6,10,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/dialogs/AddPlaylistDialog.java,AddPlaylistDialog,62,0,3,0,0,false,false,3,false,false,1,3,11,8,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/dialogs/CreatePlaylistDialog.java,CreatePlaylistDialog,67,0,4,0,0,false,false,3,false,false,4,3,9,6,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/dialogs/LastFmLoginDialog.java,LastFmLoginDialog,60,1,1,0,0,false,false,4,false,false,2,1,14,12,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/dialogs/StorageSelectDialog.java,StorageSelectDialog,72,3,4,1,1,false,false,3,false,false,0,4,7,6,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/fragments/AlbumDetailFragment.java,AlbumDetailFragment,370,15,13,5,0,false,false,3,false,false,13,11,51,35,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/fragments/AlbumFragment.java,AlbumFragment,216,7,9,2,0,false,false,2,false,false,6,9,22,11,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/fragments/ArtistBioFragment.java,ArtistBioFragment,94,1,3,0,0,false,false,3,false,false,1,5,16,3,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/fragments/ArtistDetailFragment.java,ArtistDetailFragment,267,8,10,3,0,false,false,3,false,false,13,12,42,27,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/fragments/ArtistFragment.java,ArtistFragment,209,6,9,2,0,false,false,2,false,false,7,9,22,11,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/fragments/ArtistMusicFragment.java,ArtistMusicFragment,86,3,4,1,0,false,false,3,false,false,1,5,14,3,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/fragments/FoldersFragment.java,FoldersFragment,150,4,8,1,0,false,false,2,false,false,7,10,26,9,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/fragments/MainFragment.java,MainFragment,146,2,7,1,0,false,false,2,false,false,3,7,21,15,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/fragments/PlaylistFragment.java,PlaylistFragment,316,12,15,2,0,false,false,2,false,false,14,16,33,21,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/fragments/QueueFragment.java,QueueFragment,132,2,5,0,0,false,false,2,false,false,2,5,22,10,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/fragments/SettingsFragment.java,SettingsFragment,266,16,6,1,0,false,false,2,false,false,3,5,22,35,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/fragments/SimilarArtistFragment.java,SimilarArtistFragment,74,1,3,0,0,false,false,3,false,false,1,5,13,2,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/fragments/SongsFragment.java,SongsFragment,166,3,9,0,0,false,false,2,false,false,4,8,23,10,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/helpers/MediaButtonIntentReceiver.java,MediaButtonIntentReceiver,224,12,4,0,0,false,false,4,true,false,26,7,13,8,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/helpers/MusicPlaybackTrack.java,MusicPlaybackTrack,89,5,3,0,0,false,false,3,false,false,2,3,3,4,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/LastFmClient.java,LastFmClient,281,15,8,0,5,false,false,3,false,false,16,9,26,24,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/LastFmRestService.java,LastFmRestService,38,2,0,0,0,false,false,4,false,false,0,0,6,0,0,false,true,false,false,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/LastFmUserRestService.java,LastFmUserRestService,29,1,0,0,0,false,false,5,false,false,0,0,8,0,0,false,true,false,false,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/RestServiceFactory.java,RestServiceFactory,77,2,2,0,0,false,false,3,false,false,0,6,8,6,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/callbacks/AlbumInfoListener.java,AlbumInfoListener,25,0,0,0,0,false,false,3,true,false,0,0,1,0,0,false,true,false,false,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/callbacks/ArtistInfoListener.java,ArtistInfoListener,25,0,0,0,0,false,false,3,true,false,0,0,1,0,0,false,true,false,false,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/callbacks/UserListener.java,UserListener,13,0,0,0,0,false,false,2,true,false,0,0,0,0,0,false,true,false,false,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/models/AlbumBio.java,AlbumBio,18,0,0,0,0,false,false,2,false,false,0,0,0,0,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/models/AlbumInfo.java,AlbumInfo,26,2,0,0,0,false,false,2,false,false,0,0,1,0,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/models/AlbumQuery.java,AlbumQuery,36,4,0,0,0,false,false,2,false,false,0,0,1,0,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/models/AlbumTracks.java,AlbumTracks,18,0,0,0,0,false,false,2,false,false,0,0,0,0,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/models/ArtistBio.java,ArtistBio,38,8,0,0,0,false,false,2,false,false,0,0,1,0,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/models/ArtistInfo.java,ArtistInfo,26,2,0,0,0,false,false,2,false,false,0,0,1,0,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/models/ArtistQuery.java,ArtistQuery,31,2,0,0,0,false,false,2,false,false,0,0,1,0,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/models/ArtistTag.java,ArtistTag,25,2,0,0,0,false,false,2,false,false,0,0,1,0,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/models/Artwork.java,Artwork,29,4,0,0,0,false,false,1,false,false,0,0,1,0,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/models/LastfmAlbum.java,LastfmAlbum,28,2,0,0,0,false,false,2,false,false,0,0,2,0,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/models/LastfmArtist.java,LastfmArtist,62,10,0,0,0,false,false,2,false,false,0,0,2,0,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/models/LastfmUserSession.java,LastfmUserSession,48,5,3,0,1,false,false,3,false,false,2,2,4,3,0,false,false,false,true,false,public,0,0,0,false
Timber-v1.8/app/src/main/java/com/naman14/timber/lastfmapi/models/ScrobbleInfo.java,ScrobbleInfo,7,0,0,0,0,false,false,2,false,false,0,0,0,0,0,false,false,false,true,false,public,0,0,0,false
