Fullpathname,Classname,loc,numAttr,numMethod,setters,getters,isPersist,isCollection,numWordName,isOrEr,isController,numIfs,numParameters,numImports,numOutboundInvocation,numInnerClasses,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,numPublicMethods,numPrivateMethods,numProtectedMethods,isAbstract
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/LogFX.java,LogFX,340,10,12,1,0,false,false,3,false,false,10,11,47,62,0,false,false,false,true,false,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/SetupMacTrayIcon.java,SetupMacTrayIcon,28,0,1,0,0,false,false,4,false,false,0,0,2,2,0,false,false,false,true,false,default,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/binding/BindableValue.java,BindableValue,26,1,2,1,1,false,false,2,false,false,0,1,1,0,0,false,false,false,true,false,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/concurrency/Cancellable.java,Cancellable,13,0,0,0,0,false,false,1,false,false,0,0,0,0,0,false,true,false,false,false,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/concurrency/TaskRunner.java,TaskRunner,184,5,6,0,1,false,false,2,true,false,7,8,11,11,0,false,false,false,true,false,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/config/Config.java,Config,204,3,10,0,3,false,false,1,false,false,3,9,28,24,0,false,false,false,true,false,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/config/ConfigParser.java,ConfigParser,323,3,11,0,0,false,false,2,true,false,30,17,14,43,0,false,false,false,true,false,default,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/config/ConfigProperties.java,ConfigProperties,38,7,0,0,0,false,false,2,false,false,0,0,15,3,0,false,false,false,true,false,default,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/config/Properties.java,Properties,96,5,4,0,3,false,false,1,false,false,7,0,5,9,0,false,false,false,true,false,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/data/LogLineColors.java,LogLineColors,25,2,2,0,2,false,false,3,false,false,0,0,1,0,0,false,false,false,true,false,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/file/FileChangeWatcher.java,FileChangeWatcher,160,8,2,0,0,false,false,3,true,false,9,1,16,23,0,false,false,false,true,false,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/file/FileContentReader.java,FileContentReader,139,0,0,0,0,false,false,3,true,false,0,0,6,0,0,false,true,false,false,false,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/file/FileLineStarts.java,FileLineStarts,66,2,7,0,2,false,false,3,false,false,3,3,1,9,0,false,false,false,true,false,default,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/file/FileReader.java,FileReader,665,10,13,1,1,false,false,2,true,false,57,19,17,72,0,false,false,false,true,false,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/file/OutsideRangeQueryResult.java,OutsideRangeQueryResult,37,3,4,0,0,false,false,4,false,false,0,0,1,0,0,false,false,false,false,true,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/file/SuccessfulQueryResult.java,SuccessfulQueryResult,39,1,5,0,0,false,false,3,false,false,0,0,1,0,0,false,false,false,true,false,default,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/file/UnsuccessfulQueryResult.java,UnsuccessfulQueryResult,31,1,5,0,0,false,false,3,false,false,0,0,0,0,0,false,false,false,false,true,default,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/log/LogFXLogFactory.java,LogFXLogFactory,29,3,3,0,2,false,false,5,false,false,0,2,4,2,0,false,false,false,false,true,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/log/LogFXLogger.java,LogFXLogger,235,3,32,0,0,false,false,4,true,false,3,56,12,12,0,false,false,false,true,false,default,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/log/LogLevel.java,LogLevel,8,5,0,0,0,false,false,2,false,false,0,0,0,0,0,false,false,false,false,true,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/log/LogTarget.java,LogTarget,47,0,0,0,0,false,false,2,false,false,0,0,8,2,0,false,true,false,false,false,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/text/DateTimeFormatGuess.java,DateTimeFormatGuess,20,0,0,0,0,false,false,4,false,false,0,0,2,0,0,false,true,false,false,false,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/text/DateTimeFormatGuesser.java,DateTimeFormatGuesser,232,4,2,0,0,false,false,4,true,false,9,1,18,20,0,false,false,false,true,false,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/text/HighlightExpression.java,HighlightExpression,74,4,8,0,4,false,false,2,false,false,1,2,3,1,0,false,false,false,true,false,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/ui/AboutLogFXView.java,AboutLogFXView,62,1,2,0,0,false,false,5,false,false,0,0,8,7,0,false,false,false,true,false,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/ui/Arrow.java,Arrow,53,3,2,0,0,false,false,1,false,false,1,5,8,1,0,false,false,false,true,false,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/ui/AwesomeIcons.java,AwesomeIcons,72,7,9,0,0,false,false,2,false,false,0,16,3,1,0,false,false,false,true,false,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/ui/BottomMessagePane.java,BottomMessagePane,42,2,3,1,0,false,false,3,false,false,1,2,6,2,0,false,false,false,true,false,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/ui/ColorChooser.java,ColorChooser,114,4,3,0,1,false,false,2,true,false,3,1,13,17,0,false,false,false,true,false,public,0,0,0,false
LogFX-v0.9.1/src/main/java/com/athaydes/logfx/ui/Dialog.java,Dialog,286,8,17,8,1,false,false,1,false,false,10,13,31,40,0,false,false,false,true,false,public,0,0,0,false
