Fullpathname,Classname,loc,numAttr,numMethod,setters,getters,isPersist,isCollection,numWordName,isOrEr,isController,numIfs,numParameters,numImports,numOutboundInvocation,numInnerClasses,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,numPublicMethods,numPrivateMethods,numProtectedMethods,isAbstract
AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/AmazeFileManagerModule.java,AmazeFileManagerModule,43,0,1,0,0,false,false,4,false,false,0,3,9,1,0,false,false,false,true,false,public,0,0,0,false
AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/AppsAdapter.java,AppsAdapter,348,9,4,1,1,false,false,2,true,false,19,7,43,48,0,false,false,false,true,false,public,0,0,0,false
AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/ColorAdapter.java,ColorAdapter,94,3,3,0,2,false,false,2,true,false,1,8,12,2,0,false,false,false,true,false,public,0,0,0,false
AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/CompressedExplorerAdapter.java,CompressedExplorerAdapter,381,12,9,0,3,false,false,3,true,false,23,11,35,32,0,false,false,false,true,false,public,0,0,0,false
AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/HiddenAdapter.java,HiddenAdapter,174,8,5,0,2,false,false,2,true,false,4,6,23,12,0,false,false,false,true,false,public,0,0,0,false
AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/RecyclerAdapter.java,RecyclerAdapter,1132,16,24,2,7,false,false,2,true,false,101,37,59,94,0,false,false,false,true,false,public,0,0,0,false
AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/data/AppDataParcelable.java,AppDataParcelable,125,4,2,0,0,false,false,3,false,false,1,2,3,8,0,false,false,false,true,false,public,0,0,0,false
AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/data/CompressedObjectParcelable.java,CompressedObjectParcelable,153,9,4,0,1,false,false,3,false,false,6,4,4,12,0,false,false,false,true,false,public,0,0,0,false
AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/data/IconDataParcelable.java,IconDataParcelable,99,7,4,1,0,false,false,3,false,false,2,3,3,6,0,false,false,false,true,false,public,0,0,0,false
AmazeFileManager-v3.5.2/app/src/main/java/com/amaze/filemanager/adapters/data/LayoutElementParcelable.java,LayoutElementParcelable,273,15,7,1,1,false,false,3,false,false,5,3,11,21,0,false,false,false,true,false,public,0,0,0,false
