Fullpathname,Classname,loc,numAttr,numMethod,setters,getters,isPersist,isCollection,numWordName,isOrEr,isController,numIfs,numParameters,numImports,numOutboundInvocation,numInnerClasses,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,numPublicMethods,numPrivateMethods,numProtectedMethods,isAbstract
AntennaPod-v2.1.1/antennapod/app/src/main/java/com/google/android/material/bottomsheet/ViewPagerBottomSheetBehavior.java,ViewPagerBottomSheetBehavior,59,0,2,0,0,false,false,5,true,false,4,1,8,3,0,false,false,false,true,false,public,0,0,0,false
AntennaPod-v2.1.1/antennapod/app/src/main/java/de/danoeh/antennapod/PodcastApp.java,PodcastApp,80,1,3,0,1,false,false,2,false,false,1,0,14,19,0,false,false,false,true,false,public,0,0,0,false
AntennaPod-v2.1.1/antennapod/app/src/main/java/de/danoeh/antennapod/activity/BugReportActivity.java,BugReportActivity,108,1,1,0,0,false,false,3,false,false,2,1,24,14,0,false,false,false,true,false,public,0,0,0,false
AntennaPod-v2.1.1/antennapod/app/src/main/java/de/danoeh/antennapod/activity/DownloadAuthenticationActivity.java,DownloadAuthenticationActivity,96,5,2,0,0,false,false,3,false,false,2,2,14,8,0,false,false,false,true,false,public,0,0,0,false
AntennaPod-v2.1.1/antennapod/app/src/main/java/de/danoeh/antennapod/activity/MainActivity.java,MainActivity,596,19,33,3,4,false,false,2,false,false,35,28,60,65,0,false,false,false,true,false,public,0,0,0,false
AntennaPod-v2.1.1/antennapod/app/src/main/java/de/danoeh/antennapod/activity/MediaplayerActivity.java,MediaplayerActivity,719,19,34,2,1,false,false,2,false,false,47,17,60,86,0,false,false,false,true,false,public,0,0,0,true
AntennaPod-v2.1.1/antennapod/app/src/main/java/de/danoeh/antennapod/activity/OnlineFeedViewActivity.java,OnlineFeedViewActivity,658,15,4,0,0,false,false,4,false,false,41,3,71,111,0,false,false,false,true,false,private,0,0,0,false
AntennaPod-v2.1.1/antennapod/app/src/main/java/de/danoeh/antennapod/activity/OpmlFeedChooserActivity.java,OpmlFeedChooserActivity,144,8,5,0,1,false,false,4,false,false,6,4,15,11,0,false,false,false,true,false,public,0,0,0,false
AntennaPod-v2.1.1/antennapod/app/src/main/java/de/danoeh/antennapod/activity/OpmlImportActivity.java,OpmlImportActivity,169,3,6,0,0,false,false,3,false,false,10,8,26,15,0,false,false,false,true,false,public,0,0,0,false
AntennaPod-v2.1.1/antennapod/app/src/main/java/de/danoeh/antennapod/activity/OpmlImportHolder.java,OpmlImportHolder,30,1,2,1,1,false,false,3,true,false,0,1,2,0,0,false,false,false,true,false,public,0,0,0,false
AntennaPod-v2.1.1/antennapod/app/src/main/java/de/danoeh/antennapod/activity/PreferenceActivity.java,PreferenceActivity,134,1,7,0,2,false,false,2,false,false,6,7,21,10,0,false,false,false,true,false,public,0,0,0,false
AntennaPod-v2.1.1/antennapod/app/src/main/java/de/danoeh/antennapod/activity/SplashActivity.java,SplashActivity,58,0,1,0,0,false,false,2,false,false,1,1,16,10,0,false,false,false,true,false,public,0,0,0,false
AntennaPod-v2.1.1/antennapod/app/src/main/java/de/danoeh/antennapod/activity/StorageErrorActivity.java,StorageErrorActivity,79,1,1,0,0,false,false,3,false,false,3,1,13,5,0,false,false,false,true,false,public,0,0,0,false
AntennaPod-v2.1.1/antennapod/app/src/main/java/de/danoeh/antennapod/activity/VideoplayerActivity.java,VideoplayerActivity,552,15,31,4,1,false,false,2,false,false,39,11,42,50,0,false,false,false,true,false,public,0,0,0,false
AntennaPod-v2.1.1/antennapod/app/src/main/java/de/danoeh/antennapod/activity/WidgetConfigActivity.java,WidgetConfigActivity,107,4,4,0,1,false,false,3,false,false,3,4,21,9,0,false,false,false,true,false,public,0,0,0,false
AntennaPod-v2.1.1/antennapod/app/src/main/java/de/danoeh/antennapod/activity/gpoddernet/GpodnetAuthenticationActivity.java,GpodnetAuthenticationActivity,395,12,11,3,0,false,false,3,false,false,20,13,35,35,0,false,false,false,true,false,public,0,0,0,false
AntennaPod-v2.1.1/antennapod/app/src/main/java/de/danoeh/antennapod/adapter/ChaptersListAdapter.java,ChaptersListAdapter,179,5,7,1,2,false,false,3,true,false,12,8,22,20,0,false,false,false,true,false,public,0,0,0,false
AntennaPod-v2.1.1/antennapod/app/src/main/java/de/danoeh/antennapod/adapter/CoverLoader.java,CoverLoader,128,6,6,0,0,false,false,2,true,false,4,6,15,6,0,false,false,false,true,false,public,0,0,0,false
