file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/Users/danielogenrwot/Documents/Projects/roles-smells-metrics/src/bin/../../data/SourceProjects/Desktop/jEdit-5.5.0/org/gjt/sp/jedit/gui/StatusBar.java,org.gjt.sp.jedit.gui.StatusBar$TaskHandler$Anonymous1,run/0,false,197,3,125,0,125,6,8,17,1,2,0,8,0,0,0,3,0,0,4,2,5,0,1,0,0,0,15,1,0,false
/Users/danielogenrwot/Documents/Projects/roles-smells-metrics/src/bin/../../data/SourceProjects/Desktop/jEdit-5.5.0/org/gjt/sp/jedit/bsh/BshIterator.java,org.gjt.sp.jedit.bsh.BshIterator,hasNext/0,false,50,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,true
/Users/danielogenrwot/Documents/Projects/roles-smells-metrics/src/bin/../../data/SourceProjects/Desktop/jEdit-5.5.0/org/gjt/sp/jedit/bsh/BshIterator.java,org.gjt.sp.jedit.bsh.BshIterator,next/0,false,43,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
/Users/danielogenrwot/Documents/Projects/roles-smells-metrics/src/bin/../../data/SourceProjects/Desktop/jEdit-5.5.0/org/gjt/sp/jedit/search/BoyerMooreSearchMatcher.java,org.gjt.sp.jedit.search.BoyerMooreSearchMatcher,generateSkipArray/1[boolean],false,243,2,2,1,1,4,1,10,2,2,1,1,1,1,1,1,0,0,0,3,3,1,1,0,0,0,8,2,0,false
/Users/danielogenrwot/Documents/Projects/roles-smells-metrics/src/bin/../../data/SourceProjects/Desktop/jEdit-5.5.0/org/gjt/sp/jedit/search/BoyerMooreSearchMatcher.java,org.gjt.sp.jedit.search.BoyerMooreSearchMatcher,"BoyerMooreSearchMatcher/2[java.lang.String,boolean]",true,41,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,true
/Users/danielogenrwot/Documents/Projects/roles-smells-metrics/src/bin/../../data/SourceProjects/Desktop/jEdit-5.5.0/org/gjt/sp/jedit/search/BoyerMooreSearchMatcher.java,org.gjt.sp.jedit.search.BoyerMooreSearchMatcher,"nextMatch/5[java.lang.CharSequence,boolean,boolean,boolean,boolean]",false,76,3,4,1,3,5,5,23,3,4,5,5,2,3,1,2,0,0,0,1,9,2,4,0,0,0,19,1,0,false
/Users/danielogenrwot/Documents/Projects/roles-smells-metrics/src/bin/../../data/SourceProjects/Desktop/jEdit-5.5.0/org/gjt/sp/jedit/search/BoyerMooreSearchMatcher.java,org.gjt.sp.jedit.search.BoyerMooreSearchMatcher,generateSuffixArray/1[boolean],false,290,1,1,1,0,11,0,26,1,6,1,0,0,0,3,4,0,1,0,13,13,10,3,0,0,0,12,2,0,false
/Users/danielogenrwot/Documents/Projects/roles-smells-metrics/src/bin/../../data/SourceProjects/Desktop/jEdit-5.5.0/org/gjt/sp/jedit/search/BoyerMooreSearchMatcher.java,org.gjt.sp.jedit.search.BoyerMooreSearchMatcher,"BoyerMooreSearchMatcher/3[java.lang.String,boolean,boolean]",true,53,0,1,1,0,3,2,11,0,1,3,2,0,0,1,0,0,0,0,2,6,1,2,0,0,0,23,1,0,true
/Users/danielogenrwot/Documents/Projects/roles-smells-metrics/src/bin/../../data/SourceProjects/Desktop/jEdit-5.5.0/org/gjt/sp/jedit/search/BoyerMooreSearchMatcher.java,org.gjt.sp.jedit.search.BoyerMooreSearchMatcher,getSkipIndex/1[char],false,280,0,2,2,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,10,0,false
/Users/danielogenrwot/Documents/Projects/roles-smells-metrics/src/bin/../../data/SourceProjects/Desktop/jEdit-5.5.0/org/gjt/sp/jedit/search/BoyerMooreSearchMatcher.java,org.gjt.sp.jedit.search.BoyerMooreSearchMatcher,"match/2[java.lang.CharSequence,boolean]",false,118,2,4,1,3,11,7,41,2,8,2,7,3,2,2,4,0,2,0,4,17,4,3,0,0,0,56,1,0,true
