,Fullpathname,Classname,loc,numAttr,numMethod,setters,getters,isPersist,isCollection,numWordName,isOrEr,isController,numIfs,numParameters,numImports,numOutboundInvocation,numInnerClasses,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,numPublicMethods,numPrivateMethods,numProtectedMethods,isAbstract,label
232,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/mission/meta/ExplorationMeta.java,ExplorationMeta,141,4,5,0,3,FALSE,FALSE,2,FALSE,FALSE,13,4,12,10,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
233,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/mission/meta/MetaMission.java,MetaMission,56,4,0,0,0,FALSE,FALSE,2,FALSE,FALSE,0,0,7,4,0,TRUE,TRUE,FALSE,FALSE,FALSE,public,0,0,0,FALSE,Information Holder
234,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/mission/meta/MetaMissionUtil.java,MetaMissionUtil,101,3,6,0,3,FALSE,FALSE,3,FALSE,FALSE,2,0,2,18,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder
235,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/mission/meta/MeteorologyFieldStudyMeta.java,MeteorologyFieldStudyMeta,155,4,5,0,3,FALSE,FALSE,4,FALSE,FALSE,16,4,15,17,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
236,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/mission/meta/MiningMeta.java,MiningMeta,161,4,5,0,3,FALSE,FALSE,2,FALSE,FALSE,15,4,13,12,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
237,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/mission/meta/RescueSalvageVehicleMeta.java,RescueSalvageVehicleMeta,177,2,5,0,3,FALSE,FALSE,4,FALSE,FALSE,13,4,10,14,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
238,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/mission/meta/TradeMeta.java,TradeMeta,219,4,6,0,4,FALSE,FALSE,2,FALSE,FALSE,17,5,16,20,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
239,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/mission/meta/TravelToSettlementMeta.java,TravelToSettlementMeta,177,2,6,0,4,FALSE,FALSE,4,FALSE,FALSE,14,6,14,16,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
240,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/role/Role.java,Role,164,5,7,1,1,FALSE,FALSE,1,FALSE,FALSE,6,2,8,17,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
241,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/role/RoleType.java,RoleType,105,20,6,0,4,FALSE,FALSE,2,FALSE,FALSE,4,1,4,6,0,TRUE,FALSE,FALSE,FALSE,TRUE,public,0,0,0,FALSE,Information Holder
242,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/role/RoleUtil.java,RoleUtil,219,3,9,0,4,FALSE,FALSE,2,FALSE,FALSE,6,13,10,15,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
243,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/social/Relationship.java,Relationship,283,9,9,3,5,FALSE,FALSE,1,FALSE,FALSE,12,12,7,21,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Information Holder
244,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/social/RelationshipManager.java,RelationshipManager,581,13,21,0,9,FALSE,FALSE,2,TRUE,FALSE,28,32,29,60,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
245,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/AreologyStudyFieldWork.java,AreologyStudyFieldWork,292,11,10,0,3,FALSE,FALSE,4,FALSE,FALSE,11,6,19,23,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
246,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/AssistScientificStudyResearcher.java,AssistScientificStudyResearcher,366,8,12,0,6,FALSE,FALSE,4,TRUE,FALSE,26,7,22,58,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
247,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/BiologyStudyFieldWork.java,BiologyStudyFieldWork,283,8,10,0,3,FALSE,FALSE,4,FALSE,FALSE,12,6,19,24,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
248,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/CollectMinedMinerals.java,CollectMinedMinerals,461,12,13,0,3,FALSE,FALSE,3,FALSE,FALSE,36,8,27,68,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
249,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/CollectResources.java,CollectResources,430,12,13,0,3,FALSE,FALSE,2,FALSE,FALSE,22,10,23,50,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
250,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/CompileScientificStudyResults.java,CompileScientificStudyResults,328,7,11,0,6,FALSE,FALSE,4,FALSE,FALSE,23,5,22,44,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Structurer
251,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/ConnectWithEarth.java,ConnectWithEarth,198,8,9,0,4,FALSE,FALSE,3,FALSE,FALSE,8,4,19,20,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
252,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/ConsolidateContainers.java,ConsolidateContainers,327,8,9,0,2,FALSE,FALSE,2,FALSE,FALSE,25,6,18,40,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
253,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/ConstructBuilding.java,ConstructBuilding,580,10,16,0,6,FALSE,FALSE,2,FALSE,FALSE,43,7,23,72,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
254,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/CookMeal.java,CookMeal,569,14,17,0,9,FALSE,FALSE,2,FALSE,FALSE,43,13,24,57,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Structurer
255,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/DigLocalIce.java,DigLocalIce,474,15,11,0,3,FALSE,FALSE,3,FALSE,FALSE,29,3,25,74,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
256,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/DigLocalRegolith.java,DigLocalRegolith,478,15,11,0,3,FALSE,FALSE,3,FALSE,FALSE,29,3,25,77,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
257,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/DriveGroundVehicle.java,DriveGroundVehicle,590,14,14,0,6,FALSE,FALSE,3,FALSE,FALSE,38,8,20,63,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
258,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/EVAOperation.java,EVAOperation,726,16,21,2,4,FALSE,FALSE,4,FALSE,FALSE,46,25,33,129,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,TRUE,Interfacer
259,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/EatDrink.java,EatDrink,1256,43,26,0,7,FALSE,FALSE,2,FALSE,FALSE,115,24,33,108,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
260,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/EnterAirlock.java,EnterAirlock,618,15,12,0,2,FALSE,FALSE,2,FALSE,FALSE,32,9,23,99,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
261,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/ExamineBody.java,ExamineBody,488,12,16,0,4,FALSE,FALSE,2,FALSE,FALSE,28,6,30,67,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
262,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/ExitAirlock.java,ExitAirlock,905,17,18,0,3,FALSE,FALSE,2,FALSE,FALSE,55,16,31,157,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
263,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/ExploreSite.java,ExploreSite,392,11,15,0,3,FALSE,FALSE,2,FALSE,FALSE,21,8,28,43,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
264,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/HaveConversation.java,HaveConversation,399,10,11,0,3,FALSE,FALSE,2,FALSE,FALSE,34,5,24,35,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Structurer
265,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/InviteStudyCollaborator.java,InviteStudyCollaborator,299,9,9,0,4,FALSE,FALSE,3,TRUE,FALSE,17,4,25,37,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
266,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/ListenToMusic.java,ListenToMusic,260,6,8,0,4,FALSE,FALSE,3,FALSE,FALSE,15,5,18,21,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
267,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/LoadVehicleEVA.java,LoadVehicleEVA,1246,21,24,0,7,FALSE,FALSE,5,FALSE,FALSE,107,39,37,139,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
268,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/LoadVehicleGarage.java,LoadVehicleGarage,1475,21,25,0,9,FALSE,FALSE,3,FALSE,FALSE,133,45,38,144,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
269,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/MaintainGroundVehicleEVA.java,MaintainGroundVehicleEVA,363,6,13,0,7,FALSE,FALSE,6,FALSE,FALSE,18,7,27,46,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Structurer
270,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/MaintainGroundVehicleGarage.java,MaintainGroundVehicleGarage,538,9,14,0,9,FALSE,FALSE,4,FALSE,FALSE,44,9,33,69,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
271,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/Maintenance.java,Maintenance,530,6,16,0,5,FALSE,FALSE,1,FALSE,FALSE,50,15,28,58,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
272,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/MaintenanceEVA.java,MaintenanceEVA,433,6,11,0,5,FALSE,FALSE,4,FALSE,FALSE,31,5,31,59,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
273,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/ManufactureConstructionMaterials.java,ManufactureConstructionMaterials,740,5,23,0,11,FALSE,FALSE,3,FALSE,FALSE,54,21,29,110,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
274,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/ManufactureGood.java,ManufactureGood,717,5,22,0,12,FALSE,FALSE,2,FALSE,FALSE,59,21,26,108,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
275,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/MedicalAssistance.java,MedicalAssistance,449,12,16,0,7,FALSE,FALSE,2,FALSE,FALSE,27,9,37,71,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
276,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/MeetTogether.java,MeetTogether,376,11,8,0,3,FALSE,FALSE,2,TRUE,FALSE,33,5,22,41,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
277,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/MeteorologyStudyFieldWork.java,MeteorologyStudyFieldWork,287,11,10,0,3,FALSE,FALSE,4,FALSE,FALSE,11,6,19,22,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
278,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/MineSite.java,MineSite,459,12,12,0,3,FALSE,FALSE,2,FALSE,FALSE,30,7,26,61,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
279,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/NegotiateTrade.java,NegotiateTrade,412,14,10,0,3,FALSE,FALSE,2,FALSE,FALSE,15,5,29,30,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
280,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/ObserveAstronomicalObjects.java,ObserveAstronomicalObjects,462,10,19,1,9,FALSE,FALSE,3,FALSE,FALSE,34,10,25,62,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
281,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/OperateVehicle.java,OperateVehicle,690,13,20,1,10,FALSE,FALSE,2,FALSE,FALSE,43,9,29,66,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,TRUE,Interfacer
282,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/PeerReviewStudyPaper.java,PeerReviewStudyPaper,264,7,9,0,4,FALSE,FALSE,4,TRUE,FALSE,18,4,23,36,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
283,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/PerformLaboratoryExperiment.java,PerformLaboratoryExperiment,635,11,25,1,15,FALSE,FALSE,3,FALSE,FALSE,42,19,29,84,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
284,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/PerformLaboratoryResearch.java,PerformLaboratoryResearch,595,11,24,1,14,FALSE,FALSE,3,FALSE,FALSE,40,19,30,83,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
285,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/PerformMathematicalModeling.java,PerformMathematicalModeling,529,13,22,1,13,FALSE,FALSE,3,FALSE,FALSE,34,12,27,65,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
286,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/PlanMission.java,PlanMission,254,9,9,0,3,FALSE,FALSE,2,FALSE,FALSE,10,4,18,30,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
287,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/PlayHoloGame.java,PlayHoloGame,269,7,9,1,4,FALSE,FALSE,3,FALSE,FALSE,16,5,20,30,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
288,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/PrepareDessert.java,PrepareDessert,441,7,13,0,8,FALSE,FALSE,2,FALSE,FALSE,27,7,21,50,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Structurer
289,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/PrescribeMedication.java,PrescribeMedication,479,8,9,0,2,FALSE,FALSE,2,FALSE,FALSE,47,5,32,84,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
290,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/ProduceFood.java,ProduceFood,765,7,23,0,14,FALSE,FALSE,2,FALSE,FALSE,51,23,26,121,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
291,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/ProposeScientificStudy.java,ProposeScientificStudy,275,8,10,0,5,FALSE,FALSE,3,FALSE,FALSE,22,7,22,35,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Structurer
292,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/Read.java,Read,177,4,8,0,3,FALSE,FALSE,1,FALSE,FALSE,9,4,15,14,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
293,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/RecordActivity.java,RecordActivity,137,4,8,0,3,FALSE,FALSE,2,FALSE,FALSE,3,3,12,10,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
294,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/Relax.java,Relax,234,5,8,0,5,FALSE,FALSE,1,FALSE,FALSE,16,4,17,19,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
295,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/Repair.java,Repair,24,0,0,0,0,FALSE,FALSE,1,FALSE,FALSE,0,0,1,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,public,0,0,0,FALSE,Service Provider
296,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/RepairEVAMalfunction.java,RepairEVAMalfunction,609,9,17,0,6,FALSE,FALSE,5,FALSE,FALSE,48,18,32,81,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
297,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/RepairEmergencyMalfunction.java,RepairEmergencyMalfunction,369,10,11,0,3,FALSE,FALSE,3,FALSE,FALSE,22,6,28,54,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
298,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/RepairEmergencyMalfunctionEVA.java,RepairEmergencyMalfunctionEVA,442,8,12,0,4,FALSE,FALSE,6,FALSE,FALSE,30,5,29,66,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
299,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/RepairMalfunction.java,RepairMalfunction,897,8,22,0,6,FALSE,FALSE,2,FALSE,FALSE,77,29,32,144,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
300,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/RequestMedicalTreatment.java,RequestMedicalTreatment,381,9,12,0,4,FALSE,FALSE,3,FALSE,FALSE,29,4,19,62,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
301,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/ResearchScientificStudy.java,ResearchScientificStudy,51,0,0,0,0,FALSE,FALSE,3,FALSE,FALSE,0,0,3,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,public,0,0,0,FALSE,Service Provider
302,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/RespondToStudyInvitation.java,RespondToStudyInvitation,336,8,9,0,4,FALSE,FALSE,4,FALSE,FALSE,25,4,25,55,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Structurer
303,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/RestingMedicalRecovery.java,RestingMedicalRecovery,310,10,10,0,3,FALSE,FALSE,3,FALSE,FALSE,21,3,21,40,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
304,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/ReturnLightUtilityVehicle.java,ReturnLightUtilityVehicle,320,7,6,0,2,FALSE,FALSE,4,FALSE,FALSE,26,3,21,60,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
305,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/ReviewJobReassignment.java,ReviewJobReassignment,251,9,8,0,3,FALSE,FALSE,3,FALSE,FALSE,11,3,21,31,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
306,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/ReviewMissionPlan.java,ReviewMissionPlan,559,10,10,0,3,FALSE,FALSE,3,FALSE,FALSE,24,5,36,81,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
307,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/SalvageBuilding.java,SalvageBuilding,557,10,17,0,6,FALSE,FALSE,2,FALSE,FALSE,39,6,26,64,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Structurer
308,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/SalvageGood.java,SalvageGood,515,7,18,0,9,FALSE,FALSE,2,FALSE,FALSE,30,16,25,66,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Structurer
309,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/SelfTreatHealthProblem.java,SelfTreatHealthProblem,471,10,15,0,5,FALSE,FALSE,4,FALSE,FALSE,31,4,29,65,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
310,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/Sleep.java,Sleep,781,19,15,0,9,FALSE,FALSE,1,FALSE,FALSE,51,9,29,117,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
311,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/StudyFieldSamples.java,StudyFieldSamples,743,13,29,1,17,FALSE,FALSE,3,FALSE,FALSE,55,20,36,104,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
312,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/Teach.java,Teach,502,7,14,0,8,FALSE,FALSE,1,FALSE,FALSE,43,10,23,92,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
313,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/TendGreenhouse.java,TendGreenhouse,578,16,17,1,6,FALSE,FALSE,2,FALSE,FALSE,41,11,25,60,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
314,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/ToggleFuelPowerSource.java,ToggleFuelPowerSource,496,10,16,0,8,FALSE,FALSE,4,FALSE,FALSE,34,15,26,56,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Structurer
315,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/ToggleResourceProcess.java,ToggleResourceProcess,646,18,15,0,7,FALSE,FALSE,3,FALSE,FALSE,52,15,25,75,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
316,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/TreatMedicalPatient.java,TreatMedicalPatient,452,11,15,0,4,FALSE,FALSE,3,FALSE,FALSE,28,6,28,61,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
317,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/UnloadVehicleEVA.java,UnloadVehicleEVA,679,14,14,0,7,FALSE,FALSE,5,FALSE,FALSE,62,7,33,118,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
318,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/UnloadVehicleGarage.java,UnloadVehicleGarage,679,16,14,0,8,FALSE,FALSE,3,FALSE,FALSE,66,7,32,116,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
319,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/Walk.java,Walk,1491,20,26,0,3,FALSE,FALSE,1,FALSE,FALSE,103,31,32,295,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
320,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/WalkOutside.java,WalkOutside,1007,19,24,0,9,FALSE,FALSE,2,FALSE,FALSE,77,20,31,125,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Interfacer
321,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/WalkRoverInterior.java,WalkRoverInterior,317,11,8,0,2,FALSE,FALSE,3,TRUE,FALSE,13,7,15,47,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
322,mars-sim-v3.1.0/mars-sim-core/org/mars_sim/msp/core/person/ai/task/WalkSettlementInterior.java,WalkSettlementInterior,622,15,11,0,3,FALSE,FALSE,3,TRUE,FALSE,42,8,25,116,0,TRUE,FALSE,FALSE,TRUE,FALSE,public,0,0,0,FALSE,Service Provider
