Fullpathname,Classname,loc,numAttr,numMethod,setters,getters,isPersist,isCollection,numWordName,isOrEr,isController,numIfs,numParameters,numImports,numOutboundInvocation,numInnerClasses,isStaticClass,isInterface,isInnerClass,isClass,isEnum,classPublicity,numPublicMethods,numPrivateMethods,numProtectedMethods,isAbstract
freemind-src-1.0.0/freemind/common/BooleanProperty.java,BooleanProperty,96,7,6,2,3,false,false,2,false,false,1,4,5,7,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/ColorProperty.java,ColorProperty,153,7,9,3,4,false,false,2,false,false,4,6,12,10,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/ComboProperty.java,ComboProperty,152,4,9,2,3,false,false,2,false,false,3,8,10,9,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/DontShowNotificationProperty.java,DontShowNotificationProperty,33,0,0,0,0,false,false,4,false,false,0,0,0,0,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/FontProperty.java,FontProperty,107,6,6,2,3,false,false,2,false,false,2,4,8,6,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/FreeMindProgressMonitor.java,FreeMindProgressMonitor,168,5,6,1,1,false,false,4,true,false,2,10,15,13,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/FreeMindTask.java,FreeMindTask,197,10,8,3,2,false,false,3,false,false,7,3,9,13,0,false,false,false,true,false,public,0,0,0,true
freemind-src-1.0.0/freemind/common/IconProperty.java,IconProperty,124,6,8,3,3,false,false,2,false,false,2,6,10,15,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/NamedObject.java,NamedObject,66,2,4,0,1,false,false,2,false,false,1,2,0,0,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/NextLineProperty.java,NextLineProperty,49,0,4,1,2,false,false,3,false,false,0,3,1,1,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/NumberProperty.java,NumberProperty,107,6,7,2,4,false,false,2,false,false,1,4,6,8,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/OptionalDontShowMeAgainDialog.java,OptionalDontShowMeAgainDialog,233,13,3,0,1,false,false,6,false,false,8,1,18,15,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/PasswordProperty.java,PasswordProperty,54,0,3,1,1,false,false,2,false,false,0,1,2,1,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/PropertyBean.java,PropertyBean,57,1,3,0,0,false,false,2,false,false,0,2,4,2,0,false,false,false,true,false,public,0,0,0,true
freemind-src-1.0.0/freemind/common/PropertyControl.java,PropertyControl,36,0,0,0,0,false,false,2,false,false,0,0,1,0,0,false,true,false,false,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/RemindValueProperty.java,RemindValueProperty,58,1,1,1,0,false,false,3,false,false,0,1,0,0,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/ScriptEditorProperty.java,ScriptEditorProperty,137,7,8,3,3,false,false,3,false,false,4,6,10,7,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/SeparatorProperty.java,SeparatorProperty,52,1,4,1,2,false,false,2,false,false,0,3,1,1,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/StringProperty.java,StringProperty,96,3,7,2,3,false,false,2,false,false,0,4,5,6,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/TextTranslator.java,TextTranslator,28,0,0,0,0,false,false,2,true,false,0,0,0,0,0,false,true,false,false,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/ThreeCheckBoxProperty.java,ThreeCheckBoxProperty,165,16,9,3,4,false,false,4,false,false,5,6,9,10,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/UnicodeReader.java,UnicodeReader,129,4,5,0,2,false,false,2,true,false,5,3,5,3,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/common/XmlBindingTools.java,XmlBindingTools,188,2,10,0,1,false,false,3,false,false,4,14,17,24,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/BlindIcon.java,BlindIcon,70,1,3,0,2,false,false,2,false,false,0,4,3,2,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/ColorSwatch.java,ColorSwatch,56,1,4,0,3,false,false,2,false,false,0,4,4,3,0,false,false,false,true,false,default,0,0,0,false
freemind-src-1.0.0/freemind/controller/Controller.java,Controller,2117,73,84,13,36,false,false,1,true,true,80,63,85,212,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/FreeMindPopupMenu.java,FreeMindPopupMenu,84,2,5,0,0,false,false,4,false,false,1,2,4,11,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/FreeMindToolBar.java,FreeMindToolBar,91,1,1,0,0,false,false,4,false,false,1,1,5,3,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/LastOpenedList.java,LastOpenedList,136,4,7,0,0,false,false,3,false,false,6,6,13,17,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/LastStateStorageManagement.java,LastStateStorageManagement,182,3,8,2,4,false,false,4,false,false,10,4,12,41,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/MainToolBar.java,MainToolBar,48,2,2,1,0,false,false,3,false,false,1,2,2,1,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/MapModuleManager.java,MapModuleManager,481,5,22,1,5,false,false,3,true,false,21,20,17,62,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/MapMouseMotionListener.java,MapMouseMotionListener,118,2,10,0,0,false,false,4,true,false,6,9,4,11,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/MapMouseWheelListener.java,MapMouseWheelListener,50,2,3,0,0,false,false,4,true,false,1,2,2,0,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/MenuBar.java,MenuBar,516,23,13,0,2,false,false,2,false,false,11,13,21,42,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/MenuItemEnabledListener.java,MenuItemEnabledListener,35,0,0,0,0,false,false,4,true,false,0,0,2,0,0,false,true,false,false,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/MenuItemSelectedListener.java,MenuItemSelectedListener,30,0,0,0,0,false,false,4,true,false,0,0,2,0,0,false,true,false,false,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/MindMapNodesSelection.java,MindMapNodesSelection,163,14,5,1,2,false,false,4,false,false,16,5,7,2,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/NodeDragListener.java,NodeDragListener,120,1,2,0,1,false,false,3,true,false,5,2,15,13,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/NodeDropListener.java,NodeDropListener,74,2,7,0,0,false,false,3,true,false,5,6,4,0,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/NodeKeyListener.java,NodeKeyListener,64,2,5,0,0,false,false,3,true,false,3,4,2,0,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/NodeMotionListener.java,NodeMotionListener,90,2,9,0,0,false,false,3,true,false,7,8,4,0,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/NodeMouseMotionListener.java,NodeMouseMotionListener,97,2,10,0,0,false,false,4,true,false,8,8,3,1,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/StructuredMenuHolder.java,StructuredMenuHolder,599,11,18,1,1,false,false,3,true,false,31,28,20,49,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/StructuredMenuItemHolder.java,StructuredMenuItemHolder,76,4,8,4,4,false,false,4,true,false,2,4,2,0,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/ZoomListener.java,ZoomListener,33,0,0,0,0,false,false,2,true,false,0,0,0,0,0,false,true,false,false,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/DefaultFilter.java,DefaultFilter,220,2,14,0,2,false,false,2,true,false,13,16,8,26,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/Filter.java,Filter,55,6,0,0,0,false,false,1,true,false,0,0,2,0,0,false,true,false,false,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/FilterComposerDialog.java,FilterComposerDialog,782,31,8,1,2,false,false,3,false,false,42,2,45,123,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/FilterController.java,FilterController,218,8,19,2,5,false,false,2,true,true,8,23,21,19,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/FilterInfo.java,FilterInfo,77,1,8,3,1,false,false,2,false,false,1,1,0,0,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/FilterToolbar.java,FilterToolbar,327,12,11,2,3,false,false,2,false,false,14,2,26,43,0,false,false,false,true,false,default,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/condition/AttributeCompareCondition.java,AttributeCompareCondition,99,7,4,0,0,false,false,3,false,false,1,4,5,3,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/condition/AttributeExistsCondition.java,AttributeExistsCondition,82,3,4,0,0,false,false,3,false,false,1,4,5,3,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/condition/AttributeNotExistsCondition.java,AttributeNotExistsCondition,82,3,4,0,0,false,false,4,false,false,1,4,5,3,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/condition/CompareConditionAdapter.java,CompareConditionAdapter,93,4,3,0,0,false,false,3,true,false,1,5,3,1,0,false,false,false,true,false,default,0,0,0,true
freemind-src-1.0.0/freemind/controller/filter/condition/Condition.java,Condition,38,0,0,0,0,false,false,1,false,false,0,0,4,0,0,false,true,false,false,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/condition/ConditionFactory.java,ConditionFactory,248,13,9,0,3,false,false,2,false,false,46,17,5,21,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/condition/ConditionNotSatisfiedDecorator.java,ConditionNotSatisfiedDecorator,99,2,4,0,1,false,false,4,true,false,0,4,9,4,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/condition/ConditionRenderer.java,ConditionRenderer,77,1,1,0,1,false,false,2,true,false,3,5,8,4,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/condition/ConjunctConditions.java,ConjunctConditions,119,2,4,0,1,false,false,2,false,false,1,4,9,6,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/condition/DisjunctConditions.java,DisjunctConditions,119,2,4,0,1,false,false,2,false,false,1,4,9,6,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/condition/IconContainedCondition.java,IconContainedCondition,120,3,8,0,2,false,false,3,false,false,3,10,11,17,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/condition/IconNotContainedCondition.java,IconNotContainedCondition,110,3,8,0,2,false,false,4,false,false,3,10,11,15,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/condition/IgnoreCaseNodeContainsCondition.java,IgnoreCaseNodeContainsCondition,67,3,4,0,0,false,false,5,false,false,0,4,4,4,0,false,false,false,true,false,default,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/condition/JCondition.java,JCondition,42,0,0,0,0,false,false,2,false,false,0,0,2,0,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/condition/NoFilteringCondition.java,NoFilteringCondition,74,3,5,0,1,false,false,3,false,false,3,3,6,1,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/condition/NodeCompareCondition.java,NodeCompareCondition,79,6,4,0,0,false,false,3,false,false,0,4,5,2,0,false,false,false,true,false,default,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/condition/NodeCondition.java,NodeCondition,59,2,3,0,1,false,false,2,false,false,2,1,2,1,0,false,false,false,true,false,public,0,0,0,true
freemind-src-1.0.0/freemind/controller/filter/condition/NodeContainsCondition.java,NodeContainsCondition,65,3,4,0,0,false,false,3,false,false,0,4,4,3,0,false,false,false,true,false,default,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/condition/SelectedViewCondition.java,SelectedViewCondition,75,3,5,0,1,false,false,3,false,false,3,3,6,3,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/util/ExtendedComboBoxModel.java,ExtendedComboBoxModel,180,2,12,1,6,false,false,4,false,false,9,8,4,11,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/util/SortedComboBoxModel.java,SortedComboBoxModel,53,1,2,1,1,false,false,4,false,false,0,1,1,1,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/util/SortedListModel.java,SortedListModel,54,0,0,0,0,false,false,3,false,false,0,0,1,0,0,false,true,false,false,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/util/SortedMapListModel.java,SortedMapListModel,128,1,12,0,3,false,false,4,false,false,6,8,6,8,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/filter/util/SortedMapVector.java,SortedMapVector,166,3,13,0,3,false,false,3,true,false,14,13,2,9,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/printpreview/BrowseAction.java,BrowseAction,64,4,3,0,1,false,false,2,false,false,0,1,4,5,0,false,false,false,true,false,default,0,0,0,false
freemind-src-1.0.0/freemind/controller/printpreview/Preview.java,Preview,122,7,10,0,5,false,false,1,false,false,4,7,9,9,0,false,false,false,true,false,default,0,0,0,false
freemind-src-1.0.0/freemind/controller/printpreview/PreviewDialog.java,PreviewDialog,115,3,4,0,3,false,false,2,false,false,4,7,16,4,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/controller/printpreview/ZoomAction.java,ZoomAction,41,2,1,0,0,false,false,2,false,false,0,1,2,1,0,false,false,false,true,false,default,0,0,0,false
freemind-src-1.0.0/freemind/extensions/DontSaveMarker.java,DontSaveMarker,33,0,0,0,0,false,false,3,true,false,0,0,0,0,0,false,true,false,false,false,public,0,0,0,false
freemind-src-1.0.0/freemind/extensions/ExportHook.java,ExportHook,238,1,6,0,1,false,false,2,false,false,10,14,18,24,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/extensions/HookAdapter.java,HookAdapter,159,5,13,4,6,false,false,2,true,false,3,6,3,8,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/extensions/HookDescriptorBase.java,HookDescriptorBase,178,6,8,0,7,false,false,3,false,false,9,4,12,21,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/extensions/HookDescriptorPluginAction.java,HookDescriptorPluginAction,143,4,11,0,9,false,false,4,false,false,6,0,10,20,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/extensions/HookDescriptorRegistration.java,HookDescriptorRegistration,61,1,3,0,3,false,false,3,false,false,0,0,4,3,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/extensions/HookFactory.java,HookFactory,115,0,0,0,0,false,false,2,false,false,0,0,4,0,0,false,true,false,false,false,public,0,0,0,false
freemind-src-1.0.0/freemind/extensions/HookFactoryAdapter.java,HookFactoryAdapter,83,1,3,0,1,false,false,3,true,false,2,4,3,5,0,false,false,false,true,false,public,0,0,0,true
freemind-src-1.0.0/freemind/extensions/HookInstanciationMethod.java,HookInstanciationMethod,184,9,7,0,3,false,false,3,false,false,1,9,7,8,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/extensions/HookRegistration.java,HookRegistration,36,0,0,0,0,false,false,2,false,false,0,0,0,0,0,false,true,false,false,false,public,0,0,0,false
freemind-src-1.0.0/freemind/extensions/ImportWizard.java,ImportWizard,241,4,4,0,0,false,false,2,false,false,13,7,10,28,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/extensions/MindMapHook.java,MindMapHook,98,0,0,0,0,false,false,3,false,false,0,0,2,0,0,false,true,false,false,false,public,0,0,0,false
freemind-src-1.0.0/freemind/extensions/ModeControllerHook.java,ModeControllerHook,36,0,0,0,0,false,false,3,false,false,0,0,0,0,0,false,true,false,false,false,public,0,0,0,false
freemind-src-1.0.0/freemind/extensions/ModeControllerHookAdapter.java,ModeControllerHookAdapter,49,0,0,0,0,false,false,4,true,false,1,0,0,1,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/extensions/NodeHook.java,NodeHook,37,0,0,0,0,false,false,2,false,false,0,0,2,0,0,false,true,false,false,false,public,0,0,0,false
freemind-src-1.0.0/freemind/extensions/NodeHookAdapter.java,NodeHookAdapter,88,3,7,2,3,false,false,3,true,false,0,4,2,2,0,false,false,false,true,false,public,0,0,0,true
freemind-src-1.0.0/freemind/extensions/PermanentNodeHook.java,PermanentNodeHook,123,0,0,0,0,false,false,3,false,false,0,0,5,0,0,false,true,false,false,false,public,0,0,0,false
freemind-src-1.0.0/freemind/extensions/PermanentNodeHookAdapter.java,PermanentNodeHookAdapter,251,1,24,2,0,false,false,4,true,false,3,24,9,16,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/extensions/PermanentNodeHookSubstituteUnknown.java,PermanentNodeHookSubstituteUnknown,60,2,3,0,1,false,false,5,false,false,0,2,2,2,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/extensions/UndoEventReceiver.java,UndoEventReceiver,42,0,0,0,0,false,false,3,true,false,0,0,0,0,0,false,true,false,false,false,public,0,0,0,false
freemind-src-1.0.0/freemind/main/Base64Coding.java,Base64Coding,176,1,2,0,0,false,false,2,false,false,7,2,1,6,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/main/EditServer.java,EditServer,242,7,5,0,1,false,false,2,true,false,7,2,13,25,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/main/ExampleFileFilter.java,ExampleFileFilter,274,6,7,2,2,false,false,3,true,false,12,5,4,10,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/main/FeedBack.java,FeedBack,33,0,0,0,0,false,false,2,false,false,0,0,0,0,0,false,true,false,false,false,public,0,0,0,false
freemind-src-1.0.0/freemind/main/FixedHTMLWriter.java,FixedHTMLWriter,124,1,2,0,0,false,false,6,true,false,7,3,12,10,0,false,false,false,true,false,public,0,0,0,false
freemind-src-1.0.0/freemind/main/FreeMind.java,FreeMind,1473,85,60,8,31,false,false,2,false,false,60,39,70,134,0,false,false,false,true,false,public,0,0,0,false
