FullClassPath,AntiPattern
freemind.common.XmlBindingTools,LongMethod
freemind.modes.mindmapmode.actions.ImportExplorerFavoritesAction,LongMethod
freemind.modes.MindMapNode[],LongMethod
freemind.view.mindmapview.attributeview.AttributeTable,LongMethod
freemind.view.mindmapview.MultipleImage,LongMethod
freemind.modes.mindmapmode.attributeactors.ImportAttributesDialog,LongMethod
freemind.modes.browsemode.EncryptedBrowseNode,LongMethod
freemind.modes.mindmapmode.actions.NodeUpAction,LongMethod
freemind.modes.MindMapNode[],LongMethod
freemind.common.UnicodeReader,LongMethod
freemind.modes.mindmapmode.attributeactors.AttributeRegistryTable,LongMethod
freemind.view.mindmapview.NodeViewLayoutAdapter,LongMethod
freemind.modes.mindmapmode.actions.xml.ActionFactory,LongMethod
freemind.modes.mindmapmode.actions.xml.ActionPair[],LongMethod
freemind.extensions.ImportWizard,LongMethod
freemind.modes.ArrowLinkAdapter,LongMethod
freemind.common.OptionalDontShowMeAgainDialog,LongMethod
freemind.view.mindmapview.MainView,LongMethod
freemind.view.mindmapview.EditNodeBase,LongMethod
freemind.modes.mindmapmode.actions.ExportBranchAction,LongMethod
freemind.controller.MindMapNodesSelection,LongMethod
freemind.modes.mindmapmode.MindMapArrowLinkModel,LongMethod
freemind.view.mindmapview.MapView[],LongMethod
freemind.view.mindmapview.IndependantMapViewCreator,LongMethod
freemind.main.FreeMindMain[],LongMethod
freemind.modes.mindmapmode.actions.CutAction,LongMethod
freemind.extensions.HookDescriptorBase,LongMethod
freemind.view.mindmapview.EditNodeExternalApplication,LongMethod
freemind.modes.schememode.SchemeMapModel,LongMethod
freemind.modes.mindmapmode.MindMapNodeModel,LongMethod
freemind.main.FreeMindStarter,LongMethod
freemind.controller.filter.util.SortedMapVector,LongMethod
freemind.main.FreeMindCommon,LongMethod
freemind.controller.NodeDragListener,LongMethod
freemind.modes.MapAdapter,LongMethod
freemind.modes.MindMapNode[],LongMethod
freemind.main.HtmlTools,LongMethod
freemind.modes.mindmapmode.JAutoScrollBarPane,LongMethod
freemind.modes.mindmapmode.actions.AddArrowLinkAction,LongMethod
freemind.view.mindmapview.ConvexHull,LongMethod
freemind.modes.common.dialogs.IconSelectionPopupDialog,LongMethod
freemind.modes.mindmapmode.actions.DeleteChildAction,LongMethod
freemind.modes.MindMapNode[],LongMethod
freemind.view.mindmapview.attributeview.AttributePopupMenu,LongMethod
freemind.modes.common.actions.FindAction,LongMethod
freemind.controller.LastStateStorageManagement,LongMethod
freemind.preferences.layout.KeyEventTranslator,LongMethod
freemind.modes.mindmapmode.attributeactors.MindMapModeAttributeController,LongMethod
freemind.modes.attributes.NodeAttributeTableModel[],LongMethod
freemind.modes.viewmodes.ViewControllerAdapter,LongMethod
freemind.view.mindmapview.VerticalRootNodeViewLayout,LongMethod
freemind.modes.browsemode.BrowseMapModel,LongMethod
freemind.main.Base64Coding,LongMethod
freemind.preferences.layout.GrabKeyDialog,LongMethod
freemind.preferences.layout.GrabKeyDialog,LongMethod
freemind.preferences.layout.GrabKeyDialog,LongMethod
freemind.modes.common.CommonNodeKeyListener,LongMethod
freemind.modes.StylePatternFactory,LongMethod
freemind.modes.MindMapNode[],LongMethod
freemind.main.FreeMindApplet,LongMethod
freemind.modes.MindMapLinkRegistry,LongMethod
freemind.modes.MindMapLink[],LongMethod
freemind.modes.ControllerAdapter,LongMethod
freemind.modes.mindmapmode.listeners.MindMapNodeMotionListener,LongMethod
freemind.controller.filter.condition.ConjunctConditions,LongMethod
freemind.modes.mindmapmode.EncryptedMindMapNode,LongMethod
freemind.modes.browsemode.BrowseController,LongMethod
freemind.modes.mindmapmode.actions.NewChildAction,LongMethod
freemind.modes.MindMapNode[],LongMethod
freemind.view.mindmapview.NodeView,LongMethod
freemind.modes.mindmapmode.actions.NodeHookAction,LongMethod
freemind.modes.MindMapNode[],LongMethod
freemind.modes.mindmapmode.actions.UndoAction,LongMethod
freemind.modes.mindmapmode.actions.xml.ActionPair[],LongMethod
freemind.modes.mindmapmode.MindMapMapModel,LongMethod
freemind.modes.mindmapmode.MindMapMapModel,LongMethod
freemind.view.mindmapview.SharpBezierEdgeView,LongMethod
freemind.modes.mindmapmode.actions.JoinNodesAction,LongMethod
freemind.modes.MindMapNode[],LongMethod
freemind.common.FreeMindTask,LongMethod
freemind.modes.common.listeners.MindMapMouseWheelEventHandler,LongMethod
freemind.controller.filter.condition.ConditionFactory,LongMethod
freemind.common.NamedObject[],LongMethod
freemind.extensions.ExportHook,LongMethod
freemind.modes.ModeController[],LongMethod
freemind.modes.attributes.AttributeRegistry,LongMethod
freemind.main.EditServer,LongMethod
freemind.controller.StructuredMenuHolder,LongMethod
freemind.controller.StructuredMenuHolder,LongMethod
freemind.controller.StructuredMenuHolder,LongMethod
freemind.view.mindmapview.LinearEdgeView,LongMethod
freemind.controller.filter.condition.DisjunctConditions,LongMethod
freemind.modes.mindmapmode.hooks.MindMapHookFactory,LongMethod
